-1.3678032159805298,50.956662871873796,5
 -1.3677549362182617,50.956564878161416,5
 -1.3676369190216064,50.956460126033456,5
 -1.3675189018249512,50.95634861544422,5
 -1.3672453165054321,50.956318203418896,5
 -1.3670682907104492,50.95634185721808,5
 -1.366848349571228,50.95643309318791,5
 -1.3668429851531982,50.95646350513805,5
 -1.3668107986450195,50.956480400657284,5
 -1.3667786121368408,50.95647364245035,5
 -1.3668161630630493,50.956608806402855,5
 -1.366821527481079,50.95677776079068,5
 -1.366746425628662,50.95697712617817,5
 -1.3667786121368408,50.95700415870723,5
 -1.366724967956543,50.95705146559524,5
 -1.3666713237762451,50.957037949346436,5
 -1.3665586709976196,50.957210281224235,5
 -1.3664460182189941,50.95733868495295,5
 -1.3664567470550537,50.957483983481225,5
 -1.3665801286697388,50.957622523515276,5
 -1.3666927814483643,50.95771713598412,5
 -1.3668376207351685,50.95777120016554,5
 -1.366971731185913,50.957767821156025,5
 -1.367175579071045,50.95770361992895,5
 -1.3673418760299683,50.95763266057473,5
 -1.3674652576446533,50.95752791085382,5
 -1.3675457239151,50.95739274957468,5
 -1.3676637411117554,50.95726096694899,5
 -1.367647647857666,50.957115667723386,5
 -1.367722749710083,50.9569872633784,5
 -1.3678032159805298,50.956909544786704,5
-1.3678032159805298,50.956662871873796,5
