1.59081888199,-4752764.66216,334.0
1.66982483864,-96380.6621595,333.0
1.76985383034,128131.33784,333.0
1.87083005905,-23932.6621595,333.0
1.97085285187,-26492.6621595,333.0
2.07432198524,76419.3378405,333.0
2.17473697662,13187.3378405,334.0
2.27472901344,71555.3378405,333.0
2.37475895882,-40060.6621595,333.0
2.47478294373,77187.3378405,333.0
2.57487893105,9347.3378405,333.0
2.67878699303,7043.3378405,333.0
2.77878785133,41347.3378405,333.0
2.8788189888,79747.3378405,333.0
2.9788479805,39043.3378405,333.0
3.07887887955,25987.3378405,333.0
3.1827878952,-1916.6621595,333.0
3.28278803825,86659.3378405,333.0
3.3828189373,-49276.6621595,333.0
3.48284983635,77443.3378405,333.0
3.58288002014,33667.3378405,333.0
3.68678689003,131.337840497,333.0
3.78681993484,172163.33784,333.0
3.8868188858,-62332.6621595,334.0
3.98684883118,15235.3378405,333.0
4.08687901497,97667.3378405,333.0
4.19078683853,-65148.6621595,333.0
4.29082202911,100739.33784,333.0
4.38982105255,41347.3378405,334.0
4.4908490181,-77180.6621595,333.0
4.5908780098,77699.3378405,333.0
4.69478702545,36995.3378405,333.0
4.79481887817,-14716.6621595,333.0
4.89531993866,115587.33784,333.0
4.99485206604,57987.3378405,333.0
5.0948779583,-17788.6621595,333.0
5.19878792763,77187.3378405,333.0
5.29881906509,-124.662159503,333.0
5.39884901047,76675.3378405,333.0
